MACRO;UF;REGIAO_TURISTICA;MUNICIPIO;COD_IBGE;QUANTIDADE_EMPREGOS;QUANTIDADE_ESTABELECIMENTOS;QUANTIDADE_VISITAS_ESTIMADAS_INTERNACIONAL;QUANTIDADE_VISITAS_ESTIMADAS_NACIONAL;ARRECADACAO;CLUSTER
Sudeste;MG;Lago de Furnas;Divisa Nova;3122405;0;0;0;0; R$ -   ;E
Sudeste;MG;Montanhas e Fé;Rio Doce;3155009;0;0;0;0; R$ -   ;E
Sudeste;MG;Serras Verdes do Sul de Minas;Tocos do Moji;3169059;0;0;0;0; R$ -   ;E
Sudeste;MG;Noroeste das Gerais e Alto Paranaíba;Uruana de Minas;3170479;0;0;0;0; R$ -   ;E
Sudeste;MG;Lago de Irapé;Vargem Grande do Rio Pardo;3170651;0;0;0;0; R$ -   ;E
Sul;MS;Vale das Águas;Taquarussu;5007976;0;0;0;0; R$ -   ;E
Nordeste;MA;Polo Floresta dos Guarás;Porto Rico do Maranhão;2109056;0;0;0;0; R$ -   ;E
Sul;RS;Vale da Felicidade;Barão;4301651;0;0;0;0; R$ -   ;E
Sudeste;MG;Pedras Preciosas;Campanário;3110806;0;0;0;0; R$ -   ;E
Sudeste;MG;Trilhas do Rio Doce;Coluna;3116803;0;0;0;0; R$ -   ;E
Sudeste;MG;Serras de Ibitipoca;Olaria;3145406;0;0;0;0; R$ -   ;E
Sul;PR;Vales do Iguaçu;Boa Esperança do Iguaçu;4103024;0;0;0;0; R$ -   ;E
Sul;PR;Ecoaventuras, Histórias e Sabores;Corumbataí do Sul;4106555;0;0;0;0; R$ -   ;E
Sul;PR;Riquezas do Oeste;Iracema do Oeste;4110656;0;0;0;0; R$ -   ;E
Sul;SC;Caminho dos Canyons;Ermo;4205191;0;0;0;0; R$ -   ;E
Sul;SC;Vale Europeu;Guabiruba;4206306;0;0;0;0; R$ -   ;E
Sul;SC;VALE DAS ÁGUAS;Planalto Alegre;4213153;0;0;0;0; R$ -   ;E
Sul;RS;Termas e Lagos;Viadutos;4322905;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Costa das Dunas;Pedra Grande;2409506;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Costa das Dunas;Vila Flor;2415008;0;0;0;0; R$ -   ;E
Sudeste;MG;Serras e Cachoeiras;Rodeiro;3156304;0;0;0;0; R$ -   ;E
Sudeste;MG;Lago de Irapé;São João da Lagoa;3162252;0;0;0;0; R$ -   ;E
Sul;RS;Rota das Araucárias;Caseiros;4304952;0;0;0;0; R$ -   ;E
Nordeste;SE;Polo Serras Sergipanas;Areia Branca;2800506;0;0;0;0; R$ -   ;E
Sul;RS;Rota Missões;Bossoroca;4302501;0;0;0;0; R$ -   ;E
Sul;RS;Vale do Taquari;Fazenda Vilanova;4308078;0;0;0;0; R$ -   ;E
Sul;RS;Vale da Felicidade;Tupandi;4322251;0;0;0;0; R$ -   ;E
Sul;RS;Cultura e Tradição;Novo Barreiro;4313490;0;0;0;0; R$ -   ;E
Sudeste;SP;Lagos do Rio Grande;Itirapuã;3523701;0;0;0;0; R$ -   ;E
Sul;RS;Termas e Lagos;Erval Grande;4307203;0;0;0;0; R$ -   ;E
Centro-Oeste;MT;Região Turística Norte Araguaia;Luciara;5105309;0;0;0;0; R$ -   ;E
Sul;SC;Vale dos Imigrantes;Ibiam;4206751;0;0;0;0; R$ -   ;E
Sul;RS;Centro-Serra;Cerro Branco;4305132;0;0;0;0; R$ -   ;E
Sul;RS;Uva e Vinho;São Valentim do Sul;4319711;0;0;0;0; R$ -   ;E
Sul;RS;Centro-Serra;Segredo;4320263;0;0;0;0; R$ -   ;E
Sul;PR;Norte do Paraná;Leópolis;4113403;0;0;0;0; R$ -   ;E
Sul;RS;Litoral Norte Gaúcho;Caraá;4304713;0;0;0;0; R$ -   ;E
Sudeste;SP;Tietê Vivo;Braúna;3507704;0;0;0;0; R$ -   ;E
Sul;PR;Lagos e Colinas;Virmond;4128658;0;0;0;0; R$ -   ;E
Sul;RS;Vale da Felicidade;Alto Feliz;4300570;0;0;0;0; R$ -   ;E
Sul;RS;Vale do Paranhana;Riozinho;4315750;0;0;0;0; R$ -   ;E
Sudeste;MG;Lago de Três Marias;Matutina;3141207;0;0;0;0; R$ -   ;E
Sul;PR;Terra dos Pinheirais;Paula Freitas;4118600;0;0;0;0; R$ -   ;E
Sul;RS;Rota do Yucumã;Nova Ramada;4313334;0;0;0;0; R$ -   ;E
Sul;RS;Rota Águas e Pedras;Pinheirinho do Vale;4314498;0;0;0;0; R$ -   ;E
Sul;RS;Rota do Rio Uruguai;Porto Vera Cruz;4315073;0;0;0;0; R$ -   ;E
Sul;RS;Vale do Taquari;Progresso;4315156;0;0;0;0; R$ -   ;E
Sudeste;MG;Trilhas do Rio Doce;Mathias Lobato;3171501;0;0;0;0; R$ -   ;E
Sudeste;SP;Lagos do Rio Grande;Santo Antônio da Alegria;3547908;0;0;0;0; R$ -   ;E
Sul;SC;Caminhos da Fronteira;Santa Helena;4215554;0;0;0;0; R$ -   ;E
Sul;RS;Vale da Felicidade;São Pedro da Serra;4319356;0;0;0;0; R$ -   ;E
Sul;RS;Vale do Taquari;Travesseiro;4321626;0;0;0;0; R$ -   ;E
Sudeste;MG;Grutas e Mar de Minas;Cristais;3120201;0;0;0;0; R$ -   ;E
Norte;AC;Caminhos das Aldeias e da Biodiversidade;Manoel Urbano;1200344;0;0;0;0; R$ -   ;E
Sul;PR;Corredores das Águas;Alto Paraíso;4128625;0;0;0;0; R$ -   ;E
Nordeste;AL;Quilombos;Quebrangulo;2707602;0;0;0;0; R$ -   ;E
Nordeste;SE;Polo Velho Chico;Santana do São Francisco;2806404;0;0;0;0; R$ -   ;E
Nordeste;AL;Lagoas e Mares do Sul;Roteiro;2707800;0;0;0;0; R$ -   ;E
Nordeste;AL;Região da Caatinga;Senador Rui Palmeira;2708956;0;0;0;0; R$ -   ;E
Nordeste;PB;Vale dos Sertões;Pedra Branca;2511004;0;0;0;0; R$ -   ;E
Nordeste;SE;Polo Serras Sergipanas;Moita Bonita;2804102;0;0;0;0; R$ -   ;E
Sudeste;MG;Guimarães Rosa;Presidente Juscelino;3153202;0;0;0;0; R$ -   ;E
Nordeste;BA;Chapada Diamantina;Pindobaçu;2924603;0;0;0;0; R$ -   ;E
Sudeste;MG;Serras Verdes do Sul de Minas;Bom Repouso;3107901;0;0;0;0; R$ -   ;E
Sudeste;MG;Veredas do Paraopeba;Sarzedo;3165537;0;0;0;0; R$ -   ;E
Sudeste;MG;Montanhas e Fé;Sem-Peixe;3165560;0;0;0;0; R$ -   ;E
Sudeste;SP;Região Turística dos Cânions Paulista;Bom Sucesso de Itararé;3507159;0;0;0;0; R$ -   ;E
Sudeste;SP;Águas, Sabores e Saberes;Catiguá;3511201;0;0;0;0; R$ -   ;E
Sudeste;MG;Trilhas do Rio Doce;Paulistas;3148400;0;0;0;0; R$ -   ;E
Sudeste;SP;Lagos do Rio Grande;Cristais Paulista;3513207;0;0;0;0; R$ -   ;E
Sul;PR;Corredores das Águas;Inajá;4110300;0;0;0;0; R$ -   ;E
Sul;SC;Vale Europeu;Botuverá;4202701;0;0;0;0; R$ -   ;E
Sudeste;MG;Lago de Três Marias;Arapuá;3103801;0;0;0;0; R$ -   ;E
Sudeste;MG;Vale Verde e Quedas D'Água;Itumirim;3134301;0;0;0;0; R$ -   ;E
Sudeste;SP;MARAVILHAS  DO RIO GRANDE;Indiaporã;3520707;0;0;0;0; R$ -   ;E
Sudeste;MG;Guimarães Rosa;Morro da Garça;3143609;0;0;0;0; R$ -   ;E
Sul;RS;Central;Pinhal Grande;4314472;0;0;0;0; R$ -   ;E
Sudeste;ES;Pedras, Pão e Mel;Vila Pavão;3205150;0;0;0;0; R$ -   ;E
Sul;RS;Rota do Rio Uruguai;Porto Mauá;4315057;0;0;0;0; R$ -   ;E
Sul;RS;Costa Doce;Sertão Santana;4320552;0;0;0;0; R$ -   ;E
Sul;RS;Rota do Yucumã;Tiradentes do Sul;4321477;0;0;0;0; R$ -   ;E
Sul;RS;Uva e Vinho;Vista Alegre do Prata;4323606;0;0;0;0; R$ -   ;E
Sudeste;MG;Montanhas e Fé;Urucânia;3170503;0;0;0;0; R$ -   ;E
Nordeste;SE;Polo dos Tabuleiros;Maruim;2804003;0;0;0;0; R$ -   ;E
Sudeste;MG;Vale Verde e Quedas D'Água;São Bento Abade;3160801;0;0;0;0; R$ -   ;E
Sul;PR;Vales do Iguaçu;Bom Sucesso do Sul;4103222;0;0;0;0; R$ -   ;E
Sul;RS;Campos de Cima da Serra;Ipê;4310439;0;0;0;0; R$ -   ;E
Nordeste;PI;Polo das Origens;Socorro do Piauí;2210904;0;0;0;0; R$ -   ;E
Norte;TO;Bico do Papagaio;Praia Norte;1718303;0;0;0;0; R$ -   ;E
Norte;TO;Bico do Papagaio;Santa Terezinha do Tocantins;1720002;0;0;0;0; R$ -   ;E
Nordeste;PI;Polo das Nascentes;Alvorada do Gurguéia;2200459;0;0;0;0; R$ -   ;E
Nordeste;PI;Polo das Origens;Coronel José Dias;2202851;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Costa Branca;Fernando Pedroza;2403756;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Costa Branca;Porto do Mangue;2410256;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Costa Branca;Serra do Mel;2413359;0;0;0;0; R$ -   ;E
Nordeste;RN;Polo Serrano;Venha-Ver;2414753;0;0;0;0; R$ -   ;E
Nordeste;PB;Vale dos Sertões;Ibiara;2506608;0;0;0;0; R$ -   ;E
Nordeste;PB;Brejo;Matinhas;2509339;0;0;0;0; R$ -   ;E
Nordeste;PB;Vale do Paraíba;Natuba;2509909;0;0;0;0; R$ -   ;E
Nordeste;PB;Vale do Paraíba;Salgado de São Félix;2513109;0;0;0;0; R$ -   ;E
Nordeste;AL;Região da Caatinga;Poço das Trincheiras;2707206;0;0;0;0; R$ -   ;E
Nordeste;BA;Chapada Diamantina;Boninal;2904001;0;0;0;0; R$ -   ;E
Nordeste;BA;Caminhos do Sertão;Itapicuru;2916500;0;0;0;0; R$ -   ;E
Sudeste;MG;Serras de Minas;Acaiaca;3100401;0;0;0;0; R$ -   ;E
Sudeste;MG;Trilha dos Inconfidentes;Alfredo Vasconcelos;3101631;0;0;0;0; R$ -   ;E
Sudeste;MG;Trilha dos Inconfidentes;Antônio Carlos;3102902;0;0;0;0; R$ -   ;E
Sudeste;MG;Serras e Cachoeiras;Argirita;3104403;0;0;0;0; R$ -   ;E
Sudeste;MG;Trilha dos Inconfidentes;Conceição da Barra de Minas;3115201;0;0;0;0; R$ -   ;E
Sudeste;MG;Villas e Fazendas de Minas;Catas Altas da Noruega;3115409;0;0;0;0; R$ -   ;E
Sudeste;MG;Montanhas e Fé;Diogo de Vasconcelos;3121704;0;0;0;0; R$ -   ;E
Sudeste;MG;Águas;Dom Viçoso;3122801;0;0;0;0; R$ -   ;E
Sudeste;MG;Pico da Bandeira;Durandé;3123528;0;0;0;0; R$ -   ;E
Sudeste;MG;Serra do Brigadeiro;Fervedouro;3125952;0;0;0;0; R$ -   ;E
Sudeste;MG;Pedras Preciosas;Franciscópolis;3126752;0;0;0;0; R$ -   ;E
Sudeste;MG;Trilhas do Rio Doce;Santa Efigênia de Minas;3157500;0;0;0;0; R$ -   ;E
Sudeste;MG;Serras de Ibitipoca;Santana do Garambéu;3158706;0;0;0;0; R$ -   ;E
Sudeste;MG;Lago de Três Marias;Serra da Saudade;3166600;0;0;0;0; R$ -   ;E
Sudeste;ES;Caparaó;Irupi;3202652;0;0;0;0; R$ -   ;E
Sudeste;SP;Angra Doce Paulista;Barão de Antonina;3505005;0;0;0;0; R$ -   ;E
Sudeste;SP;Tietê Vivo;Lourdes;3527256;0;0;0;0; R$ -   ;E
Sudeste;SP;Coração do Tietê;Mendonça;3529500;0;0;0;0; R$ -   ;E
Sudeste;SP;Tietê Vivo;Monções;3531001;0;0;0;0; R$ -   ;E
Sudeste;SP;Caminhos da Mogiana;Serra Azul;3551405;0;0;0;0; R$ -   ;E
Sul;PR;Vales do Iguaçu;Bom Jesus do Sul;4103156;0;0;0;0; R$ -   ;E
Sul;PR;Vale do Ivaí;Marilândia do Sul;4114906;0;0;0;0; R$ -   ;E
Sul;PR;Ecoaventuras, Histórias e Sabores;Rancho Alegre d'Oeste;4121356;0;0;0;0; R$ -   ;E
Sul;PR;Campos Gerais;São João do Triunfo;4125100;0;0;0;0; R$ -   ;E
Sul;PR;Corredores das Águas;São Manoel do Paraná;4125555;0;0;0;0; R$ -   ;E
Sul;SC;Grande Oeste;Arvoredo;4201653;0;0;0;0; R$ -   ;E
Sul;SC;Caminhos da Fronteira;Belmonte;4202156;0;0;0;0; R$ -   ;E
Sul;SC;Serra Catarinense;Bocaina do Sul;4202438;0;0;0;0; R$ -   ;E
Sul;SC;Grande Oeste;Bom Jesus;4202537;0;0;0;0; R$ -   ;E
Sul;SC;Grande Oeste;Paial;4211876;0;0;0;0; R$ -   ;E
Sul;SC;Caminhos do Alto Vale;Vitor Meireles;4219358;0;0;0;0; R$ -   ;E
Sul;RS;Uva e Vinho;Coronel Pilar;4305934;0;0;0;0; R$ -   ;E
Sul;RS;Vale do Taquari;Cruzeiro do Sul;4306205;0;0;0;0; R$ -   ;E
Sul;RS;Rota do Rio Uruguai;Doutor Maurício Cardoso;4306734;0;0;0;0; R$ -   ;E
Sul;RS;Vale do Taquari;Doutor Ricardo;4306759;0;0;0;0; R$ -   ;E
Sul;RS;Delta do Jacuí;Glorinha;4309050;0;0;0;0; R$ -   ;E
Sul;RS;Litoral Norte Gaúcho;Itati;4310652;0;0;0;0; R$ -   ;E
Sul;RS;Litoral Norte Gaúcho;Morrinhos do Sul;4312443;0;0;0;0; R$ -   ;E
Sul;RS;Campos de Cima da Serra;Muitos Capões;4312617;0;0;0;0; R$ -   ;E
Sul;RS;Alto da Serra do Botucaraí;Nicolau Vergueiro;4312674;0;0;0;0; R$ -   ;E
Sul;RS;Central;Paraíso do Sul;4314027;0;0;0;0; R$ -   ;E
Sul;RS;Vale da Felicidade;Pareci Novo;4314035;0;0;0;0; R$ -   ;E
Sul;RS;Termas e Lagos;Paulo Bento;4314134;0;0;0;0; R$ -   ;E
Sul;RS;Termas e Lagos;Ponte Preta;4314787;0;0;0;0; R$ -   ;E
Sul;RS;Rota das Araucárias;Tupanci do Sul;4322186;0;0;0;0; R$ -   ;E
Centro-Oeste;MT;Região Turística  Pantanal Mato-Grossense;Nossa Senhora do Livramento;5106109;0;0;0;0; R$ -   ;E
Centro-Oeste;MT;Região Turística Vale do São Lourenço;São Pedro da Cipa;5107404;0;0;0;0; R$ -   ;E
Centro-Oeste;GO;Região Turística da Estrada de Ferro;Caldazinha;5204557;0;0;0;0; R$ -   ;E
Norte;RO;POLO TURÍSTICO ZONA DA MATA;Alto Alegre dos Parecis;1100379;0;0;0;0; R$ -   ;E
Norte;RO;POLO TURISTICO RIOS DE RONDON;Ministro Andreazza;1101203;0;0;0;0; R$ -   ;E
Norte;TO;Encantos do Jalapao;Santa Tereza do Tocantins;1719004;0;0;0;0; R$ -   ;E
Nordeste;MA;Polo Lagos e Campos Floridos;Conceição do Lago-Açu;2103554;0;0;0;0; R$ -   ;E
Sul;RS;Pampa Gaúcho;Bagé;4301602;124;12;1.639;274.902;R$1.264.817,00;B
Sudeste;SP;Cavernas da Mata Atlântica;Iporanga;3521200;26;6;831;4.903;R$148.648,00;D
Norte;TO;Serras e Lago;Lajeado;1712009;1;1;0;0; R$ -   ;D
Nordeste;MA;Polo Delta das Américas;Paulino Neves;2108058;0;0;0;459; R$ -   ;D
Sudeste;MG;Ouro;Itabirito;3131901;102;11;404;28.088;R$808.968,00;C
Norte;PA;Região Turística do Araguaia;Santa Maria das Barreiras;1506583;0;0;207;1.494; R$ -   ;D
Norte;PA;Região turística do Carajás;São Geraldo do Araguaia;1507458;1;1;64;16.341; R$ -   ;D
Nordeste;PB;Cariri;Gurjão;2506509;0;0;0;3.499; R$ -   ;D
Norte;RR;O Extremo Norte do Brasil;Normandia;1400407;4;2;0;5.659; R$ -   ;D
Nordeste;SE;Polo Velho Chico;Propriá;2805703;27;7;0;18.930; R$ -   ;C
Centro-Oeste;GO;Região Turística do Ouro e Cristais;Abadiânia;5200100;157;31;6.752;89.930;R$741.632,00;B
Sudeste;MG;Vale Verde e Quedas D'Água;São Thomé das Letras;3165206;33;14;1.192;57.376;R$178.819,00;C
Sudeste;RJ;CAMINHOS DA SERRA;Cantagalo;3301108;146;4;0;0; R$ -   ;C
Norte;RO;POLO TURÍSTICO VALE DO JAMARI;Ariquemes;1100023;135;20;1.326;3.371;R$739.140,00;C
Norte;TO;Serras Gerais;Arraias;1702406;11;2;0;16.264; R$ -   ;D
Sudeste;MG;Diamantes;Serro;3167103;24;9;821;9.820; R$ -   ;C
Norte;PA;Região Turística Xingu;Altamira;1500602;165;30;1.940;20.369;R$1.274.213,00;B
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Afogados da Ingazeira;2600104;43;5;125;54.616; R$ -   ;C
Sudeste;SP;VALE HISTÓRICO;Bananal;3504909;18;5;130;43.061;R$200.876,00;C
Nordeste;BA;Caminhos do Sertão;Feira de Santana;2910800;454;45;4.675;501.585;R$3.620.315,00;B
Nordeste;MA;Polo Munin;Cantanhede;2102705;0;0;0;0; R$ -   ;D
Nordeste;MA;Polo Cocais;Caxias;2103000;98;8;402;191.422; R$ -   ;B
Nordeste;MA;Polo Munin;Chapadinha;2103208;16;7;181;29.857; R$ -   ;C
Nordeste;MA;Polo Munin;Morros;2107100;51;2;0;25.029; R$ -   ;D
Nordeste;PI;Polo Histórico Cultural;Amarante;2200509;0;0;0;16.273; R$ -   ;D
Sul;PR;Vale do Ivaí;Apucarana;4101408;68;8;1.018;90.771;R$1.141.372,00;C
Sul;PR;Norte do Paraná;Arapongas;4101507;39;6;949;45.317;R$807.490,00;C
Sul;PR;Campos Gerais;Castro;4104907;68;9;1.334;2.473;R$622.695,00;C
Sul;PR;Vales do Iguaçu;Francisco Beltrão;4108403;104;11;1.392;48.096;R$919.479,00;C
Sul;PR;Terra dos Pinheirais;Guarapuava;4109401;298;27;7.617;250.161;R$2.802.926,00;B
Sudeste;RJ;CAMINHOS DA MATA;São Gonçalo;3304904;177;12;1.744;24.747;R$2.907.220,00;C
Nordeste;RN;Polo Serrano;Alexandria;2400505;0;0;170;1.844; R$ -   ;D
Sul;SC;Grande Florianópolis;Florianópolis;4205407;3.715;275;852.570;3.338.541;R$45.645.095,00;A
Sudeste;SP;CAPITAL;São Paulo;3550308;13.739;785;1.208.735;13.478.628;R$473.309.164,00;A
Norte;TO;Ilha do Bananal;Lagoa da Confusão;1711902;19;4;188;3.579; R$ -   ;D
Sudeste;ES;Metropolitana;Guarapari;3202405;347;42;7.759;705.254;R$2.026.859,00;B
Sudeste;ES;Metropolitana;Serra;3205002;182;22;1.826;87.263;R$4.456.101,00;B
Nordeste;MA;Polo Chapada das Mesas;Imperatriz;2105302;369;29;5.249;227.778;R$2.421.311,00;B
Sudeste;MG;Capital Belo Horizonte;Belo Horizonte;3106200;2.323;159;136.312;3.327.794;R$36.981.149,00;A
Sudeste;MG;Diamantes;Diamantina;3121605;189;21;723;54.744;R$983.079,00;B
Sudeste;MG;Trilha dos Inconfidentes;São João del Rei;3162500;227;33;5.013;134.743;R$1.444.690,00;B
Sudeste;RJ;COSTA DO SOL;Cabo Frio;3300704;954;89;41.049;1.209.539;R$11.488.202,00;A
Nordeste;RN;Polo Seridó;Acari;2400109;4;2;0;2.090; R$ -   ;D
Nordeste;RN;Polo Serrano;Martins;2407401;43;4;0;36.119; R$ -   ;C
Sul;RS;Costa Doce;Pelotas;4314407;415;34;30.651;283.409;R$4.891.698,00;B
Sul;SC;Vale dos Imigrantes;Piratuba;4213104;453;14;0;182.086;R$7.016.657,00;B
Sudeste;SP;Circuito das Frutas;Atibaia;3504107;1.548;26;5.340;265.670;R$12.170.637,00;B
Sudeste;SP;Pólo Turístico Cuesta;Avaré;3504503;241;17;985;82.765;R$2.232.927,00;B
Sudeste;SP;Costa da Mata Atlântica;Itanhaém;3522109;113;20;1.901;356.566;R$481.638,00;B
Sudeste;SP;Roteiro dos Bandeirantes;Itu;3523909;446;19;5.135;213.786;R$8.294.308,00;B
Sudeste;MG;Ouro;Ouro Branco;3145901;96;11;1.501;7.494;R$1.050.033,00;C
Sudeste;MG;Ouro;Ouro Preto;3146107;558;68;25.689;206.293;R$4.691.202,00;B
Sul;RS;Vale do Jaguarí;Santiago;4317400;45;4;91;29.929;R$561.064,00;D
Sul;RS;Vale Germânico;São Leopoldo;4318705;120;11;3.536;122.661;R$3.340.091,00;B
Sul;RS;Rota Missões;São Luiz Gonzaga;4318903;24;6;0;26.480; R$ -   ;C
Sul;SC;Vale dos Imigrantes;Itá;4208005;172;5;0;16.765; R$ -   ;C
Sul;SC;Serra Catarinense;Lages;4209300;294;25;12.956;122.683;R$2.543.615,00;B
Sul;SC;Vale Europeu;Pomerode;4213203;58;11;1.214;23.630;R$352.328,00;C
Sul;SC;Serra Catarinense;São Joaquim;4216503;35;7;719;65.932; R$ -   ;C
Sul;SC;Serra Catarinense;Urubici;4218905;69;24;692;26.679;R$533.448,00;B
Sul;SC;Vale dos Imigrantes;Videira;4219309;67;5;121;64.284; R$ -   ;C
Nordeste;SE;Polo Costa dos Coqueirais;Nossa Senhora do Socorro;2804805;93;6;0;17.966; R$ -   ;C
Sudeste;SP;Circuito das Frutas;Jundiaí;3525904;346;23;14.596;135.690;R$5.056.068,00;B
Sudeste;SP;Costa da Mata Atlântica;Mongaguá;3531100;8;3;2.623;367.697; R$ -   ;B
Sudeste;SP;Águas e Flores Paulista;Socorro;3552106;295;21;737;86.266;R$2.853.881,00;B
Nordeste;BA;Costa dos Coqueiros;Lauro de Freitas;2919207;134;16;1.505;7.446;R$1.267.020,00;C
Nordeste;BA;Baía de Todos os Santos;Salinas da Margarida;2927309;10;3;0;46.417; R$ -   ;C
Sudeste;ES;Caparaó;Alegre;3200201;15;5;0;59.601; R$ -   ;C
Sudeste;ES;Verde e das Águas;Aracruz;3200607;164;21;810;21.961;R$856.619,00;B
Sudeste;ES;Metropolitana;Cariacica;3201308;43;5;312;23.559;R$1.169.466,00;C
Sudeste;MG;Trilha dos Inconfidentes;Barbacena;3105608;168;20;879;59.071;R$1.076.344,00;B
Sudeste;MG;Trilhas do Rio Doce;Guanhães;3128006;42;11;302;0;R$238.908,00;C
Sudeste;MG;Serra do Cipó;Jaboticatubas;3134608;106;8;1.091;9.569; R$ -   ;C
Sudeste;MG;Serras e Cachoeiras;Leopoldina;3138401;69;8;710;50.821; R$ -   ;C
Sul;MS;Rota Cerrado Pantanal;Costa Rica;5003256;40;9;0;75.181;R$230.891,00;C
Sudeste;RJ;COSTA DOCE;Campos dos Goytacazes;3301009;340;34;5.276;398.380;R$3.181.344,00;B
Sul;RS;Central;Cachoeira do Sul;4303004;60;8;555;112.223; R$ -   ;C
Sudeste;SP;Raízes do Interior Paulista;Boituva;3507001;49;7;1.213;35.723; R$ -   ;C
Sudeste;SP;MARAVILHAS  DO RIO GRANDE;Cardoso;3510708;64;3;0;54.275; R$ -   ;C
Sudeste;SP;MANTIQUEIRA PAULISTA;Pindamonhangaba;3538006;168;16;1.816;42.489;R$1.188.080,00;B
Nordeste;CE;Vale do Jaguaribe;Jaguaribe;2306900;29;2;228;72.051; R$ -   ;C
Norte;PA;Região Turística do Alto Tapajós;Rurópolis;1506195;7;2;237;43.953; R$ -   ;C
Sudeste;RJ;COSTA DOCE;São João da Barra;3305000;13;7;312;143.304; R$ -   ;C
Sul;RS;Costa Doce;Santa Vitória do Palmar;4317301;32;10;6.850;51.427;R$288.816,00;C
Sul;SC;Grande Florianópolis;Palhoça;4211900;133;17;15.984;60.528;R$1.731.379,00;B
Sul;PR;Rotas do Pinhão;Campina Grande do Sul;4104006;99;5;0;0; R$ -   ;C
Sul;PR;Riquezas do Oeste;Cascavel;4104808;418;40;26.427;494.928;R$7.234.823,00;B
Sudeste;RJ;VALE DO CAFÉ;Barra Mansa;3300407;115;14;656;24.183;R$1.554.994,00;C
Nordeste;RN;Polo Costa das Dunas;Canguaretama;2402204;58;10;64;34.083;R$262.354,00;C
Nordeste;RN;Polo Seridó;Lagoa Nova;2406502;1;1;0;0; R$ -   ;D
Nordeste;RN;Polo Costa Branca;Macau;2407203;10;3;223;24.953; R$ -   ;D
Sudeste;SP;Bem Viver;Santa Bárbara dOeste;3545803;80;8;524;22.485;R$1.196.109,00;C
Nordeste;AL;Costa dos Corais;Porto de Pedras;2707404;144;14;188;11.923;R$882.342,00;C
Norte;AM;Polo Alto Rio Negro;Barcelos;1300409;3;2;461;8.821; R$ -   ;D
Sul;RS;Vale do Taquari;Lajeado;4311403;152;11;926;110.079;R$1.397.782,00;B
Sul;RS;Litoral Norte Gaúcho;Palmares do Sul;4313656;1;1;0;52.058; R$ -   ;C
Sul;SC;Vale Europeu;Timbó;4218202;60;5;633;8.690; R$ -   ;C
Sudeste;MG;Águas;Baependi;3104908;28;7;140;10.747; R$ -   ;C
Sul;RS;Vale do Jaguarí;Mata;4312104;5;1;0;0; R$ -   ;D
Sudeste;SP;Litoral Norte de São Paulo;Bertioga;3506359;202;35;6.755;652.523;R$2.338.332,00;B
Sudeste;SP;Altos de Paranapiacaba;Capão Bonito;3510203;55;5;303;26.863; R$ -   ;C
Sudeste;SP;entre serras e aguas;Guarulhos;3518800;1.031;25;24.022;153.011;R$12.762.714,00;B
Sudeste;MG;Caminhos Gerais;Andradas;3102605;21;4;555;50.113; R$ -   ;C
Norte;PA;Região Turística dos Campos do Marajó;Soure;1507904;30;6;1.854;25.952; R$ -   ;C
Norte;RO;POLO TURISTICO RIOS DE RONDON;Espigão d'Oeste;1100098;14;2;323;2.068; R$ -   ;D
Sudeste;RJ;VALE DO CAFÉ;Barra do Piraí;3300308;293;18;935;25.342;R$801.338,00;B
Sul;RS;Vale da Felicidade;Montenegro;4312401;44;5;461;48.557;R$523.740,00;C
Sul;SC;Caminho dos Canyons;Praia Grande;4213807;35;6;170;0; R$ -   ;C
Sudeste;MG;Alta Mogiana;Sacramento;3156908;46;7;0;0; R$ -   ;C
Sudeste;SP;Sol do Oeste;Presidente Epitácio;3541307;78;14;343;93.908;R$389.056,00;C
Norte;PA;Região Turística dos Campos do Marajó;Ponta de Pedras;1505700;2;1;168;3.395; R$ -   ;D
Sul;PR;Ecoaventuras, Histórias e Sabores;Goioerê;4108601;17;3;764;39.344; R$ -   ;C
Nordeste;PI;Polo Costa Teresina;Santa Cruz dos Milagres;2209153;0;0;0;15.706; R$ -   ;D
Sudeste;SP;Fé;Guaratinguetá;3518404;321;17;4.191;34.532;R$3.366.549,00;B
Norte;TO;Lagos e Praias do Cantão;Araguacema;1701903;6;3;0;10.808; R$ -   ;D
Nordeste;CE;Chapada da Ibiapaba;Viçosa do Ceará;2314102;25;5;344;44.198; R$ -   ;C
Sudeste;ES;Verde e das Águas;Conceição da Barra;3201605;58;17;993;32.182;R$419.394,00;C
Sudeste;ES;Caparaó;Guaçuí;3202306;43;4;182;34.537; R$ -   ;C
Nordeste;MA;Polo Munin;Axixá;2101103;0;0;0;917; R$ -   ;D
Nordeste;MA;Polo Munin;Rosário;2109601;4;2;0;33.998; R$ -   ;D
Nordeste;MA;Polo Delta das Américas;Tutóia;2112506;8;2;1.016;31.284; R$ -   ;D
Nordeste;BA;Lagos e Canyons do São Francisco;Paulo Afonso;2924009;137;10;1.236;190.154;R$783.666,00;B
Centro-Oeste;GO;Região Turística Pegadas no Cerrado;Jataí;5211909;237;16;441;213.655;R$1.409.249,00;B
